,postcode,city,state,State Abbreviation,latitude,longitude
2529,95709.0,BETONG,SARAWAK,SRW,1.4196,111.5959
2530,95800.0,ENGKILILI,SARAWAK,SRW,1.2817,110.9074
2531,95900.0,LUBOK ANTU,SARAWAK,SRW,1.2548,111.6771
2532,96000.0,SIBU,SARAWAK,SRW,2.2086,111.6
2533,96007.0,SIBU,SARAWAK,SRW,2.31,111.84
2534,96008.0,SIBU,SARAWAK,SRW,2.31,111.84
2535,96009.0,SIBU,SARAWAK,SRW,2.31,111.84
2536,96100.0,SARIKEI,SARAWAK,SRW,2.0455,111.5346
2537,96107.0,SARIKEI,SARAWAK,SRW,2.1178,111.5212
2538,96108.0,SARIKEI,SARAWAK,SRW,2.1178,111.5212
2539,96109.0,SARIKEI,SARAWAK,SRW,2.1178,111.5212
2540,96150.0,BELAWAI,SARAWAK,SRW,1.9636,111.0947
2541,96200.0,DARO,SARAWAK,SRW,2.5321,111.5253
2542,96250.0,MATU,SARAWAK,SRW,2.6413,111.4437
2543,96300.0,DALAT,SARAWAK,SRW,2.2853,111.9027
2544,96307.0,DALAT,SARAWAK,SRW,2.4277,112.1548
2545,96309.0,DALAT,SARAWAK,SRW,2.4277,112.1548
2546,96350.0,BALINGIAN,SARAWAK,SRW,2.2248,111.6044
2547,96400.0,MUKAH,SARAWAK,SRW,2.4118,112.0435
2548,96410.0,MUKAH,SARAWAK,SRW,2.8576,111.8762
2549,96500.0,BINTANGOR,SARAWAK,SRW,2.2244,111.5791
2550,96507.0,BINTANGOR,SARAWAK,SRW,2.2138,111.5514
2551,96508.0,BINTANGOR,SARAWAK,SRW,2.2138,111.5514
2552,96509.0,BINTANGOR,SARAWAK,SRW,2.2138,111.5514
2553,96600.0,JULAU,SARAWAK,SRW,1.7830000000000001,111.9699
2554,96700.0,KANOWIT,SARAWAK,SRW,1.9416,112.0866
2555,96707.0,KANOWIT,SARAWAK,SRW,1.9064,112.2371
2556,96709.0,KANOWIT,SARAWAK,SRW,1.9064,112.2371
2557,96800.0,KAPIT,SARAWAK,SRW,1.9499,113.1692
2558,96807.0,KAPIT,SARAWAK,SRW,1.9098,113.6356
2559,96809.0,KAPIT,SARAWAK,SRW,1.9098,113.6356
2560,96850.0,SONG,SARAWAK,SRW,1.735,112.53299999999999
2561,96900.0,BELAGA,SARAWAK,SRW,2.4811,113.6292
2562,97000.0,BINTULU,SARAWAK,SRW,2.6262,112.1367
2563,97007.0,BINTULU,SARAWAK,SRW,3.1906,113.0901
2564,97008.0,BINTULU,SARAWAK,SRW,3.1906,113.0901
2565,97009.0,BINTULU,SARAWAK,SRW,3.1906,113.0901
2566,97010.0,BINTULU,SARAWAK,SRW,3.1906,113.0901
2567,97011.0,BINTULU,SARAWAK,SRW,3.1906,113.0901
2568,97012.0,BINTULU,SARAWAK,SRW,3.1906,113.0901
2569,97013.0,BINTULU,SARAWAK,SRW,3.1906,113.0901
2570,97014.0,BINTULU,SARAWAK,SRW,3.1906,113.0901
2571,97015.0,BINTULU,SARAWAK,SRW,3.1906,113.0901
2572,97100.0,SEBAUH,SARAWAK,SRW,2.7811,112.6702
2573,97200.0,TATAU,SARAWAK,SRW,2.5733,112.6906
2574,97300.0,BINTULU,SARAWAK,SRW,3.264,113.0846
2575,98000.0,MIRI,SARAWAK,SRW,4.2678,113.9692
2576,98007.0,MIRI,SARAWAK,SRW,4.3331,113.9949
2577,98008.0,MIRI,SARAWAK,SRW,4.3331,113.9949
2578,98009.0,MIRI,SARAWAK,SRW,4.3331,113.9949
2579,98050.0,BARAM,SARAWAK,SRW,2.0768,112.3837
2580,98057.0,BARAM,SARAWAK,SRW,1.3526,111.5176
2581,98058.0,BARAM,SARAWAK,SRW,1.3526,111.5176
2582,98059.0,BARAM,SARAWAK,SRW,1.3526,111.5176
2583,98100.0,LUTONG,SARAWAK,SRW,4.4803,114.0108
2584,98107.0,LUTONG,SARAWAK,SRW,4.4803,114.0108
2585,98109.0,LUTONG,SARAWAK,SRW,4.4803,114.0108
2586,98150.0,BEKENU,SARAWAK,SRW,4.0678,113.8315
2587,98157.0,BEKENU,SARAWAK,SRW,4.0677,113.831
2588,98159.0,BEKENU,SARAWAK,SRW,4.0677,113.831
2589,98200.0,NIAH,SARAWAK,SRW,3.195,112.6848
2590,98300.0,LONG LAMA,SARAWAK,SRW,3.9671,114.2984
2591,98700.0,LIMBANG,SARAWAK,SRW,4.1371,114.6005
2592,98707.0,LIMBANG,SARAWAK,SRW,4.3466,115.1836
2593,98708.0,LIMBANG,SARAWAK,SRW,4.3466,115.1836
2594,98709.0,LIMBANG,SARAWAK,SRW,4.3466,115.1836
2595,98750.0,NANGA MEDAMIT,SARAWAK,SRW,2.5574,113.0012
2596,98800.0,SUNDAR,SARAWAK,SRW,3.9777,114.0651
2597,98850.0,LAWAS,SARAWAK,SRW,3.9117,114.0909
2598,98857.0,LAWAS,SARAWAK,SRW,4.8211,115.4274
2599,98859.0,LAWAS,SARAWAK,SRW,4.8211,115.4274
2600,20000.0,KUALA TERENGGANU,TERENGGANU,TRG,5.2847,103.1475
2601,20050.0,KUALA TERENGGANU,TERENGGANU,TRG,5.2886,103.104
2602,20100.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3134,103.1178
2603,20200.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3165,103.1246
2604,20300.0,KUALA TERENGGANU,TERENGGANU,TRG,5.2937,103.1409
2605,20400.0,KUALA TERENGGANU,TERENGGANU,TRG,5.2184,103.1682
2606,20500.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3046,103.1607
2607,20502.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3117,103.1199
2608,20503.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3117,103.1199
2609,20504.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3117,103.1199
2610,20505.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3117,103.1199
2611,20506.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3117,103.1199
2612,20508.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3117,103.1199
2613,20512.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3117,103.1199
2614,20514.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3117,103.1199
2615,20516.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3117,103.1199
2616,20517.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3117,103.1199
2617,20518.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3117,103.1199
2618,20519.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3117,103.1199
2619,20520.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3117,103.1199
2620,20532.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3117,103.1199
2621,20534.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3117,103.1199
2622,20536.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3117,103.1199
2623,20538.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3117,103.1199
2624,20540.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3117,103.1199
2625,20542.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3117,103.1199
2626,20546.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3117,103.1199
2627,20548.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3117,103.1199
2628,20550.0,KUALA TERENGGANU,TERENGGANU,TRG,4.505,103.4432
2629,20551.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3117,103.1199
2630,20552.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3117,103.1199
2631,20554.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3117,103.1199
2632,20556.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3117,103.1199
2633,20560.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3117,103.1199
2634,20564.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3117,103.1199
2635,20566.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3117,103.1199
2636,20568.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3117,103.1199
2637,20570.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3117,103.1199
2638,20572.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3117,103.1199
2639,20576.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3117,103.1199
2640,20578.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3117,103.1199
2641,20582.0,KUALA TERENGGANU,TERENGGANU,TRG,5.0737,103.0221
2642,20586.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3249,103.15100000000001
2643,20590.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3117,103.1199
2644,20592.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3117,103.1199
2645,20596.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3117,103.1199
2646,20600.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3117,103.1199
2647,20604.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3117,103.1199
2648,20606.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3117,103.1199
2649,20608.0,KUALA TERENGGANU,TERENGGANU,TRG,4.2356,103.419
2650,20609.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3117,103.1199
2651,20610.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3117,103.1199
2652,20612.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3117,103.1199
2653,20614.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3117,103.1199
2654,20618.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3117,103.1199
2655,20620.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3147,103.133
2656,20622.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3117,103.1199
2657,20626.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3117,103.1199
2658,20628.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3117,103.1199
2659,20630.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3175,103.1312
2660,20632.0,KUALA TERENGGANU,TERENGGANU,TRG,4.5782,103.2743
2661,20646.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3117,103.1199
2662,20648.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3117,103.1199
2663,20656.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3117,103.1199
2664,20658.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3117,103.1199
2665,20660.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3117,103.1199
2666,20661.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3117,103.1199
2667,20662.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3145,103.1267
2668,20664.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3117,103.1199
2669,20668.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3117,103.1199
2670,20670.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3117,103.1199
2671,20672.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3117,103.1199
2672,20673.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3117,103.1199
2673,20674.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3117,103.1199
2674,20676.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3117,103.1199
2675,20680.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3304,103.1412
2676,20690.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3117,103.1199
2677,20698.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3117,103.1199
2678,20700.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3117,103.1199
2679,20710.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3117,103.1199
2680,20720.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3117,103.1199
2681,20900.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3117,103.1199
2682,20902.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3117,103.1199
2683,20904.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3117,103.1199
2684,20906.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3117,103.1199
2685,20908.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3117,103.1199
2686,20910.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3117,103.1199
2687,20912.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3117,103.1199
2688,20914.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3117,103.1199
2689,20916.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3117,103.1199
2690,20918.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3117,103.1199
2691,20920.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3117,103.1199
2692,20922.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3117,103.1199
2693,20924.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3117,103.1199
2694,20926.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3117,103.1199
2695,20928.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3117,103.1199
2696,20930.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3117,103.1199
2697,20990.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3117,103.1199
2698,21000.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3018,103.1259
2699,21009.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3117,103.1199
2700,21010.0,KUALA TERENGGANU,TERENGGANU,TRG,5.2638,103.0938
2701,21020.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3205,103.0596
2702,21030.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3451,103.1047
2703,21040.0,KUALA TERENGGANU,TERENGGANU,TRG,5.2624,103.0792
2704,21060.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3185,103.0739
2705,21070.0,KUALA TERENGGANU,TERENGGANU,TRG,5.271,103.1235
2706,21080.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3405,103.0754
2707,21090.0,KUALA TERENGGANU,TERENGGANU,TRG,5.775,103.015
2708,21100.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3199,103.1074
2709,21109.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3117,103.1199
2710,21200.0,KUALA TERENGGANU,TERENGGANU,TRG,5.2967,103.0847
2711,21209.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3117,103.1199
2712,21210.0,KUALA TERENGGANU,TERENGGANU,TRG,5.269,103.0614
2713,21220.0,KUALA TERENGGANU,TERENGGANU,TRG,5.2188,103.0314
2714,21300.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3436,103.0796
2715,21309.0,KUALA TERENGGANU,TERENGGANU,TRG,5.3117,103.1199
2716,21400.0,BUKIT PAYONG,TERENGGANU,TRG,5.2321,103.1041
2717,21450.0,CHALOK,TERENGGANU,TRG,5.3867,102.8676
2718,21500.0,SUNGAI TONG,TERENGGANU,TRG,5.2448,102.8795
2719,21600.0,MARANG,TERENGGANU,TRG,5.2424,103.126
2720,21610.0,MARANG,TERENGGANU,TRG,5.0599,103.2796
2721,21700.0,KUALA BERANG,TERENGGANU,TRG,5.1048,102.9733
2722,21800.0,AJIL,TERENGGANU,TRG,5.0619,103.0496
2723,21810.0,AJIL,TERENGGANU,TRG,5.0178,103.1339
2724,21820.0,AJIL,TERENGGANU,TRG,5.0464,103.0901
2725,22000.0,JERTEH,TERENGGANU,TRG,5.6111,102.5729
2726,22010.0,JERTEH,TERENGGANU,TRG,5.6209,102.5933
2727,22020.0,JERTEH,TERENGGANU,TRG,5.6795,102.5851
2728,22100.0,PERMAISURI,TERENGGANU,TRG,5.4698,102.8602
2729,22107.0,PERMAISURI,TERENGGANU,TRG,5.5837,102.7858
2730,22109.0,PERMAISURI,TERENGGANU,TRG,5.5837,102.7858
2731,22110.0,PERMAISURI,TERENGGANU,TRG,5.5436,102.818
2732,22120.0,PERMAISURI,TERENGGANU,TRG,5.4395,102.8866
2733,22200.0,KAMPUNG RAJA,TERENGGANU,TRG,5.7332,102.613
2734,22300.0,KUALA BESUT,TERENGGANU,TRG,5.7998,102.5579
2735,22307.0,KUALA BESUT,TERENGGANU,TRG,5.8201,102.5377
2736,22309.0,KUALA BESUT,TERENGGANU,TRG,5.8201,102.5377
2737,23000.0,DUNGUN,TERENGGANU,TRG,4.8168,103.3036
2738,23007.0,DUNGUN,TERENGGANU,TRG,4.7565,103.3997
2739,23009.0,DUNGUN,TERENGGANU,TRG,4.7565,103.3997
2740,23050.0,DUNGUN,TERENGGANU,TRG,4.7789,103.3726
2741,23100.0,PAKA,TERENGGANU,TRG,4.7314,103.35799999999999
2742,23200.0,BUKIT BESI,TERENGGANU,TRG,5.0395,102.7909
2743,23300.0,KETENGAH JAYA,TERENGGANU,TRG,4.4348,103.3763
2744,23400.0,AL MUKTATFI BILLAH SHAH,TERENGGANU,TRG,4.6199,103.2089
2745,24000.0,CUKAI,TERENGGANU,TRG,4.3305,103.352
2746,24007.0,CUKAI,TERENGGANU,TRG,4.2327,103.4152
2747,24009.0,CUKAI,TERENGGANU,TRG,4.2327,103.4152
2748,24050.0,CENEH,TERENGGANU,TRG,4.1373,103.2476
2749,24060.0,CENEH,TERENGGANU,TRG,4.1149,103.2909
2750,24100.0,KIJAL,TERENGGANU,TRG,4.436,103.4175
2751,24107.0,KIJAL,TERENGGANU,TRG,4.3364,103.4683
2752,24109.0,KIJAL,TERENGGANU,TRG,4.3364,103.4683
2753,24200.0,KEMASEK,TERENGGANU,TRG,4.62,103.353
2754,24207.0,KEMASEK,TERENGGANU,TRG,4.4216,103.43799999999999
2755,24209.0,KEMASEK,TERENGGANU,TRG,4.4216,103.43799999999999
2756,24300.0,KERTEH,TERENGGANU,TRG,4.6985,103.3568
